Ulasan,label_sentimen
beli 3 pcs kaos ukuranya nya sesuai semua l yang warna navy lebih kecil semua sisi panjanglebarlengan gagal kualitas kontrol pas jahitanya tag nya sering repeat order kaos nsa kali bintang nya kurang fyi tipe 3600 cocok buat tidurrumahan tipe 7200 cocok buat sehari2 warung baik kualitas kontrol nya jangan tambah beda ukuranya ini,negative
barang bagus,positive
ukuranya pas bahan nyaman,positive
jahitanya kurang rapi,neutral
baju sih bagus nyaman,positive
stok ready lapak parah motif pin dasi tidak sesuai gambar di display,negative
kualitas bagus ini putih labelunbranded iya nyata suspender sama harga lebih 50,positive
tipis banget,negative
ukuranya label tidak sesuai besar pakai xl kok m padahal lama pakai brand,neutral
model nya pas ukuranya pas tinggi badan 160 170 cuma,neutral
bagus ketika moga tidak luntur warna,positive
ukuranya pas tinggi badan 171 180 cuma,neutral
pinggang oke nyata ukuranya belakang kecil jadi pakai bahan oke punya thank you selalu ketika dadak butuh tinggi badan 171 180 cuma,positive
model bagus,positive
warna sesuai ukuranya nya pas kualitas worth it sesuai harga,positive
ikat pinggang sengaja minta dibolongin tidak dibolongin orang kurus,negative
ukuranya pas bb 65kg mantabbbbb tks,positive
bahan stretch ukuranya 31 pas tinggi 171 bb 65,positive
bahan lumayan biasa pakai ukuranya 41 pas kalau agak pas,neutral
ukuranya terlalu besar,positive
bahan bagus layan cepat,positive
ukuranya pas,neutral
bagus simple elegan,positive
maaf putih kotor kusam mohon cek belum kirim beberapa kali belanja sini cocok terima kasih,neutral
model keren ukuranya pas,positive
barang tidak sesuai pesan,negative
barang tidak pernah terima jual salah kurir,negative
sesuai harga,positive
kain nyaman jadi sejuk,positive
bahan ademudah 2 kali pesan sini tidak pernah mengecewakanpengiriman cepat admin responsif makasih,positive
tidak sesuai foto kualitas produk,negative
cepat respon kirim cepat kain adem,positive
keren,positive
model keren bahan lumayan enak dapat bonus sisir puas mantap,positive
sesuai pesan,positive
ukuranya sangat sesuai warna nya sangat sesuai gambar kirim juga sangat cepat 2 hari sampai barang nya,positive
lmfao tidak worth buying at all the quality sama kayak bahan celana pasar harga gin baik cari lain sudah nyesel banget asa tipu parah wkwkk,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
benar harga gin sedikit mahal sih lihat bahan ukuranya xxl nya rada sempit panjang kalau untuk bahan bintang 3 dulu,positive
kirim lama 2 minggu lebih,negative
ukuranya pas,neutral
ukuranya pas,neutral
warna bukan putih kayak krim kain tipis jahitanya kurang rapi benar kecewa tapi mau d tolak malah buat repot so ekspektasi ku kayak terlalu tinggi harga gin maaf terimakasih,positive
sablon murah ukuranya tidak stabil antar kaos lain,negative
ukuranya pas,neutral
no rekomendasi bahan tidak sesuai sama harga bagus kaos buat konveksi,positive
ukuranya kecil standart ukuranya nya,neutral
kirim cepat barang lumayan oke,positive
ukuranya ngepress,neutral
bagus cutting nya,positive
tinggi 170 bb 78 xl nya mayan mantap kain biasa bagus,positive
maaf beli celana sini 2 kali untuk celana sekarang kecil sekali padahal ukuranya sama kecewa sih benar,positive
baru 2 kali cuci warna nya luntur pudar tidak rekomendasi,neutral
ukuranya pas cocok yang badan ny besar moga awet deh terimakasih yah,positive
ukuranya pas tinggi badan 160 cuma,neutral
harga murah barang oke,positive
warna bagus ukuranya pas bad harga jangkau,positive
bahan bagus,positive
bahan kurang bagus banding warna hitam,neutral
produk bagus sesuai harga deskripsi,positive
kirim cepat banget packing aman,positive
mantap gaes bahan halus model bagus top bagus suka banget,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 60 kg,neutral
baru pakai kali saku robek,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
okey aman,positive
ini adik senang sekali bahan bagus,positive
ukuranya pas,neutral
beli 2 celana ukuranya sama sama l satu hitam satu abu abu dua ukuranya pas,neutral
warna pudar lihat barang stok lama kualitas soso ukuranya tidak pas anda akan beli pesan ukuranya atas,negative
ukuranya pas berat badan 60 70 kg,negative
ukuranya pas bahan nya halus rekomendasi buat repeat order,positive
tidak terlalu slimfit sudah upsize 1 ukuranya pas banget,neutral
ukuranya pas mantap,positive
bagus enak banget bahan,positive
lebih bagus kaos combed harga tengah kaos kualitas bahan tipis ukuranya m terlalu kecil,positive
ukuranya pas,neutral
barang tidak sesuai,negative
bahan bagus,positive
bagus rekomen,positive
ukuranya pas,neutral
ukuranya pas tinggi badan 160 cuma ukuranya terlalu besar,positive
ukuranya lebih kecil yang satu apa galat iya,negative
ukuranya pas model bagus warna sangat mudah luntur bahan kasar terawang mudah kusut apa benar bahan katun twill kok beda iya deskripsi produk,positive
bahan tebal adem nyaman ukuranya pas lingkar badan sesuai ukuranya pas,positive
bahan bagus sukses selalu,positive
ukuranya pas sesuai deskripsi,positive
sudah beberapa kali beli sini masing2 kaos xxl ukuranya nyata nya tidak sama yang besar banget yang kecil yang sempit bagi kerah,positive
ukuranya pas,neutral
tinggi badan 160 cuma ukuranya pas,neutral
jelek peniti nya kurang nempel baru beli copot,negative
mantapukuran pas badan bahan nyaman,positive
tas sesuai deskripsi moga awet kantong banyak muat buku tulis packingnya lebih dibagusin,positive
lama belanja tokopedia baru kali rasa dzalimi malas ribut bisa2 nya bulan ramadhan buat dzalimbiar tuhan balas,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg,neutral
proses mesan terlalu lama bertele2 kirim instan yah moga depan lebih baik,positive
ukuranya pas,neutral
barang sesuai packing rapi kirim tepat waktu rekomendasi seller,positive
kualitas produk bagus model keren warna mantap jahit rapi ukuranya sesuai bahan adem tidak terawang,positive
celana nya bagus lubang kancing nya tidak buka toko buka manual jadi rawan rusak kurang presisi,positive
tidak sesuai foto,negative
kirim lama,negative
bahan tebal adem nyaman buat aktivitas,positive
makasih kakak paket tiba kualitas produk sangat bagus keren banget sangat rekomendasi sukses terus kakak makasih banyak,positive
pantas murah bahan nya beda cuma seller ngomong nya sama ukuranya lebih kecil biasa,positive
barang sesuai bahan oke ukuranya pas nice lah pokok,positive
ikat pinggang kurang fit walaupun diadjust tidak iya cocok jadi mesti dicustom penjait,positive
bagus,positive
ukuranya pas,neutral
1 bahan rupa tipis single layer tanpa inner puring jaring kalau parasutpoliesternya iya cukup buat nahan angin 2 curiga kayak salah label deh ukuranya m nya sih sesuai order besarrr boi khusus area lengan baik panjang lengan maupun lingkar lengan besar bangettt bahkan banding jaket tarik beruang ukuranya tidak indonesiafriendly gede jaket pdhal label ukuranya m,neutral
tekstur kain tidak beli belum bahan asa lebih licin lebih tipis,negative
ukuranya pas bahan nya nyaman kualitas baik kelas nya terimakasih iya kakak,positive
barang sesuai pesan,positive
mantap,positive
satu kerah lubang,neutral
ukuranya pas tinggi badan 160 cuma berat badan 60 kg,neutral
kayak tidak niat jual jahitanya ngasal ngasal benang kemanamana baru pakai jahitanya resleting lepas kancing celana harus bolongin sendiri kayak kualitas kontrol apa iya asal jadi itu celana,neutral
bahan bagus nyaman,positive
pesan apa kirim apa kirim sangat lama admin tidak responsif,negative
barang tidak bagus tidak sesuai harga,negative
kualitas barang sangat kecewa jauh beda foto,negative
jahitanya sleting miring tidak rapi banyak sisa benang bahan sisa banyak bercak2 merah warna tidak sesuai coklat itu bukan abu abu mau kembali repot buang2 waktu kualitas kalah sama produk pasar malem terima kasih,neutral
waahh bagus banget sih baru kali beli celana online cuttingan nya pas pernah beli merek yang klaim psti pas malah tidak cocok,positive
sobek retsletting saran harus jahit ulang lebih kokoh,positive
kirim barang sangat lambat,negative
packaging kurang bagus,neutral
toppp,positive
warna pola beda jauh,negative
minta made in bangladesh kasih made in indonesia,neutral
well done well,neutral
model kondisi kemeja tua,negative
ukuranya l agak besar standard biasa tidak label kertas produk jadi tidak garansi baru,neutral
mantaaaap,positive
ukuranya pas tinggi badan 180 cuma berat badan 80 kg,neutral
lumayan lah sesuai harga,positive
seller sangat lama proses kirim tidak komiten pesan instan kurir sore kalau tidak tanya tidak follow up,negative
kereennn,neutral
bagus bahan nya,positive
kualitas bahan kasar,negative
bahan kaos kasar bagus kain combed biasa,positive
lama tidak beli kaos sini eh kecewa banget dengn cuttingsizingnya sekarang kaos ukuranya s lingkar leher kok iya besar banget beli 2 item sama kecewa kedua2nya,neutral
mantap harga murah kualitas baik,positive
bahan ukuranya sesuai mantap,positive
beli ukuranya m warna forest green sama sand sizenya malah kecil forest green,neutral
tidak bad kualitas good kirim cepat,positive
ukuranya terlalu kecil padahal beli ukuranya sama ada 1 celana yang ukuranya beda sangat sempit,negative
warna polo tidak sesuai gambar datang warna hijau gelap harap packing baik cuma packing plastik bbrpa bagi sobek,positive
sedikit longgar banding hitam padahal ukuranya sama di bagi belakang bolong sayang baru tau akhir tag copot,positive
ukuranya pas,neutral
ukuranya pas,neutral
ukuranya pas tinggi badan 171 180 cuma berat badan 80 kg,neutral
barang bagus,positive
ukuranya pas,neutral
barang kirim cuma bolong kancing tidak jadi gunting sendiri al hasil jadi beranta bolong,negative
cutting tidak konsisten kecewa itu pesan ukuranya 37 tiap cutting tidak sama harga promo tapi konsistensikualitas barang perlu jaga thanks,negative
produk bagus kirim cepat puas belanja harga jangkau kualitas oke rekomendasi,positive
wind breakernya kurang maksimal angin masuk lubang tangan,negative
sayang bahan ny tipis,positive
tinggi badan 160 cuma ukuranya pas usize s pas terima paket sungguh surprise kaos bagus banget bahan jahitanya rapih bakal jadi langgan moga tetap tahan kualitas pakai nya bisa tingkat ide nya tiap toko saing umempertahankan kualitas pakai,positive
kayak barang 10 ribu pinggir jalan ekspektasi tinggi,positive
nyata sizenya lebih besar biasa iya biasa pakai ukuranya xl pas kalau kaos jadi besar,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 60 70 kg,neutral
bahan bagus model keren terimakasih,positive
ukuranya pas tinggi badan 160 cuma bahan bagus,positive
respon cepat ukuranya sesuai lumayan nyaman lah,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 60 70 kg,neutral
topi nya lemes uy wkwkw,neutral
minta cancel salah ukuranya tidak acc akhir besar datang,negative
ukuranya pas ke 3x beli sini,neutral
ukuranya pas,neutral
ukuranya pas,neutral
sablonanya jelek tidak sesuai ekspektasi,negative
model bagus fit to body,positive
barang bagus suka istri suka semua suka syukur moga berkah awet umur hidup moga allahumma moga,positive
ukuranya pas,neutral
ukuranya terlalu kecil beda ukuranya chinos,negative
ukuranya pas,neutral
ukuranya pas tinggi badan 171 180 cuma,neutral
bagus pas enak pakai,positive
kantong celana lubang rusak permak ukuranya lalu pakai saya baru sadar,negative
ukuranya pas,neutral
tipis,neutral
ukuranya pas tinggi badan 160 cuma,neutral
bagus dasi bahan satin jadi liat mewah cuma dasi otomatis otomatis clip gin memang peer iya bagus barang,positive
produk bagus sesuai belanja dua kali sini rekomendasi seller,positive
kualitas jahitanya tidak bagus tidak rapi kantong tipis benang kusut jahitanya lepas cuci tidak jadi pakai jadi buang,negative
puas,positive
jahitanya mudah putus fitmen kurang leluasa padahal ukuranya pas,positive
im tidak expecting something wow but the quality is just way kan low from my low low expectation,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 60 70 kg,neutral
lebih tipis yang akhir beli 6 bulan lalu,negative
ukuranya sesuai sip,positive
ulang kali beli sini kenapa kualitas bahan malah turun iya,neutral
jauh expectasi iya sudah nama belanja online,negative
bahan kaos kaki enak meski awal awal ketat waktu pakai kaki ukuranya 43 terus waktu baru pakai malam jahitanya lepas,positive
ntah yang tidak biasa memang produk tengah mati masangnya tidak kenceng lepas terus padahal bahan kemeja tidak tebel,negative
eh bagus banget,positive
ukuranya terlalu kecil,negative
kain biasa iya sablon biasa mungkin beli pas promo jakcloth tidak emblem iya padahal baju2 distro harus,negative
lumayan,positive
buat baju bagus sesuai pesan waktu proses hingga kirim lama banget 3 hari kena proses kirim minggu jkt mlg padahal,positive
kecil tidak tuker ukuranya padahal toko belah,neutral
iklan all ukuranya 5859 ukuranya tidak sesuai 58 sempit,negative
keren aa mantap,positive
keren dompet,positive
pesan apa kirim apa kirim sangat lama admin tidak responsif,negative
ukuranya l nya sempit,neutral
ukuranya pas mantap,positive
kualitas baik lumayan harga gin,positive
responnya lama banget mau web via wa bad,negative
ukuranya pas bahan nya bagus,positive
enak nyaman bahan sangat bagus,positive
mantap bagus banget terimakasih,positive
barang,neutral
ukuranya pas,neutral
proses kirim cepat dasi bagus,positive
salah ukuranya pes ukuranya xl datang malah ukuranya m,negative
warna unik bahan halus jahitanya rapi repeat order,positive
bahan tipis kantong nyeplak warna,neutral
asa cottonnya adem,neutral
murah memang murah,positive
ukuranya pas tinggi badan 160 170 cuma,neutral
sumpah puas banget model cutting lebih bahan muas,positive
keren saja sih bagus lah,positive
model keren sesuai pesan bahan bagus pokok nyaman pas pakai,positive
mantap,positive
sesuai harga,positive
baru pakai langsung sobek payahhh banget,neutral
baik pokok,positive
zipper nya jelek,negative
bagus,positive
ukuranya pas,neutral
order putih kirim abuabu memang return habis waktu buat kerja rumit lebih teliti,negative
celana jas tidak sama pesan satu set,neutral
bahan tipis,neutral
ukuranya pas tinggi badan 171 180 cuma berat badan 60 kg,neutral
sablon murah ukuranya tidak stabil antar kaos lain,negative
barang di kirim beda sama di pesan,neutral
produk sesuai pesan kualitas baik respon cepat good seller,positive
good material jahitanya rapihhh banget,neutral
warna nya tidak sesuai foto,negative
sangat bagus buat anak negeri,positive
kancing terlalu besar cardigan jahit kurang rapi harga 150 ribu sangat mahal tidak banding kualitas,neutral
ukuranya lebih kecil ukuranya umum,negative
barang sesuai deskripsi,positive
standar fittingnya kurang mungkin telah cuci baru ngepas pas cuci luntur sodara2 mudah2an tidak cepat mbula bin mbladus untung direndem batang kara,negative
baru mau pakai nyata ukuranya pinggang besar banget beda kondisi barang lain,positive
tadi mau kembali mepet waktu untuk depan agar kece belum kirim,neutral
